total_screen_time_minutes,daily_limit_minutes,late_night_minutes,longest_session_minutes,restricted_app_attempts_today,rule_violations_7d,frequent_app_opens_today,risk_points,risk_label
230,180,0,89,0,0,7,2,Low Risk
83,120,5,2,0,0,1,2,Low Risk
105,180,0,0,0,0,14,0,Low Risk
159,240,0,4,1,0,27,2,Low Risk
73,240,0,0,0,0,0,0,Low Risk
63,120,0,12,1,0,2,0,Low Risk
90,240,0,47,0,0,0,0,Low Risk
195,180,0,0,0,0,21,4,Moderate Risk
276,120,67,51,1,0,0,4,Moderate Risk
0,180,0,57,0,2,0,0,Low Risk
245,60,0,0,0,3,8,4,Moderate Risk
0,120,0,16,0,0,1,0,Low Risk
0,240,0,59,0,6,20,4,Moderate Risk
136,120,0,68,0,1,0,2,Low Risk
52,60,57,125,2,0,36,5,Moderate Risk
175,120,0,0,0,5,7,4,Moderate Risk
50,60,0,0,0,0,0,0,Low Risk
342,240,0,12,0,10,14,4,Moderate Risk
254,60,0,12,0,1,20,4,Moderate Risk
0,180,0,100,0,0,6,1,Low Risk
257,60,0,36,0,0,4,2,Low Risk
135,180,0,29,0,4,32,4,Moderate Risk
174,120,0,0,6,0,13,4,Moderate Risk
0,120,75,43,0,0,19,4,Moderate Risk
161,240,44,68,2,1,19,4,Moderate Risk
246,60,0,58,1,0,16,4,Moderate Risk
19,120,50,0,0,2,0,2,Low Risk
81,120,0,55,1,2,25,2,Low Risk
33,240,0,74,0,0,8,0,Low Risk
110,120,36,63,1,0,3,2,Low Risk
230,120,0,78,0,0,5,2,Low Risk
135,120,0,89,0,0,8,2,Low Risk
44,180,0,51,1,0,4,0,Low Risk
62,60,0,48,0,0,8,2,Low Risk
144,240,45,64,2,0,11,2,Low Risk
304,60,0,0,2,0,36,4,Moderate Risk
123,120,0,0,7,6,15,6,High Risk
87,60,0,125,0,0,26,5,Moderate Risk
106,180,0,112,0,0,0,1,Low Risk
383,60,0,32,0,4,13,4,Moderate Risk
162,240,0,42,0,1,8,0,Low Risk
249,180,0,7,2,2,5,2,Low Risk
196,180,0,88,0,0,14,2,Low Risk
150,60,0,9,1,2,10,2,Low Risk
409,120,0,44,0,2,7,2,Low Risk
262,120,0,213,3,0,1,5,Moderate Risk
0,180,0,49,0,0,4,0,Low Risk
169,180,0,86,0,1,12,0,Low Risk
67,60,0,69,0,0,13,2,Low Risk
245,180,0,29,0,0,4,2,Low Risk
22,120,0,44,0,1,10,0,Moderate Risk
103,180,0,36,4,1,9,2,Low Risk
133,60,0,89,3,0,3,4,Moderate Risk
258,240,0,150,0,0,0,3,Moderate Risk
217,180,0,0,0,0,11,2,Low Risk
277,180,7,0,0,0,25,6,High Risk
114,240,0,33,3,1,3,2,Low Risk
135,60,12,22,0,4,17,8,High Risk
23,120,0,0,2,1,15,0,Low Risk
184,120,0,78,0,0,5,2,Low Risk
224,180,0,137,11,5,6,7,High Risk
140,180,0,172,0,0,30,3,Moderate Risk
72,180,0,18,0,0,30,2,Low Risk
196,240,29,40,2,0,2,2,Low Risk
80,60,16,0,0,0,3,4,Moderate Risk
105,60,0,80,0,0,21,4,Moderate Risk
164,120,0,0,0,1,16,4,Moderate Risk
175,120,0,0,0,0,45,4,Moderate Risk
157,60,0,66,0,4,0,4,Moderate Risk
167,180,0,122,0,0,5,1,Low Risk
262,60,0,55,5,0,19,6,High Risk
101,180,0,36,0,3,13,2,Low Risk
83,240,0,158,0,3,4,3,Moderate Risk
164,180,11,0,0,0,6,2,Low Risk
259,240,0,0,0,0,2,2,Low Risk
280,180,0,8,0,0,16,4,Moderate Risk
319,180,0,17,0,1,6,2,Low Risk
90,60,0,0,0,0,10,2,Low Risk
85,180,9,49,0,3,1,4,Moderate Risk
90,240,0,55,0,0,5,0,Low Risk
264,60,0,43,3,0,8,4,Moderate Risk
161,60,0,15,1,0,14,2,Low Risk
338,60,0,0,0,0,8,2,Low Risk
177,120,0,16,6,0,19,6,High Risk
184,60,0,82,0,1,7,2,Low Risk
124,60,0,28,0,0,6,2,Low Risk
182,180,0,9,4,0,10,4,Moderate Risk
96,180,0,192,0,0,7,1,Low Risk
0,60,0,20,0,0,0,0,Low Risk
114,60,0,48,0,0,7,2,Low Risk
119,120,23,66,0,3,5,4,Moderate Risk
47,240,0,113,1,2,13,1,Low Risk
224,120,0,36,0,0,9,2,Low Risk
275,180,0,19,0,2,0,2,Low Risk
213,120,0,2,0,0,2,2,Low Risk
277,60,13,38,0,1,7,4,Moderate Risk
270,60,0,59,0,1,3,2,Low Risk
225,180,0,31,0,0,4,2,Low Risk
150,240,0,22,0,0,30,2,Low Risk
80,60,9,134,0,0,6,5,Moderate Risk
260,240,0,0,0,2,28,4,Moderate Risk
74,120,185,56,1,0,13,2,Low Risk
256,180,1,68,1,1,4,4,Moderate Risk
123,240,0,107,0,6,2,3,Moderate Risk
169,240,61,33,0,0,33,4,Moderate Risk
161,120,0,81,1,4,10,4,Moderate Risk
0,60,0,120,0,0,0,1,Low Risk
157,120,0,101,0,0,4,3,Moderate Risk
311,60,0,139,1,0,13,3,Moderate Risk
30,120,0,39,0,0,13,0,Low Risk
65,120,0,118,0,1,18,3,Moderate Risk
89,120,0,54,0,0,43,2,Low Risk
322,180,0,68,0,0,0,2,Low Risk
74,240,0,11,0,3,4,2,Low Risk
287,180,0,16,0,0,3,2,Low Risk
0,60,0,42,0,0,4,0,Low Risk
13,240,0,84,0,0,5,0,Low Risk
117,180,13,77,0,0,0,2,Low Risk
205,180,0,58,0,0,0,2,Low Risk
279,240,67,119,0,0,5,5,Moderate Risk
412,120,112,238,0,0,20,7,High Risk
169,240,0,53,3,0,26,4,Moderate Risk
261,180,0,9,0,0,4,2,Low Risk
10,120,0,20,0,6,2,2,Low Risk
142,240,0,79,5,0,11,2,Low Risk
229,240,0,11,0,0,9,0,Low Risk
188,60,0,31,0,0,12,2,Low Risk
119,120,27,0,0,0,9,2,Low Risk
161,120,29,145,0,2,15,5,Moderate Risk
168,60,0,0,1,0,13,2,Low Risk
144,240,0,63,0,3,4,2,Low Risk
122,60,34,152,0,0,12,5,Moderate Risk
305,60,0,47,7,0,15,4,Moderate Risk
163,240,0,32,0,0,27,2,Low Risk
56,240,0,86,2,1,14,0,Low Risk
305,240,7,91,0,0,7,5,Moderate Risk
85,240,14,65,0,0,2,2,Low Risk
0,60,0,66,3,0,30,4,Moderate Risk
275,120,0,23,0,0,9,2,Low Risk
0,60,0,9,0,0,0,0,Low Risk
154,180,0,12,0,0,30,2,Low Risk
0,180,0,47,1,0,7,0,Low Risk
156,240,49,27,3,0,10,4,Moderate Risk
128,180,19,65,1,0,30,4,Moderate Risk
294,240,0,39,0,0,3,2,Low Risk
120,240,0,50,2,0,12,0,Low Risk
40,60,12,20,1,0,7,2,Low Risk
185,240,0,0,0,0,24,2,Low Risk
30,60,0,0,0,0,3,0,Low Risk
210,60,0,43,0,0,16,4,Moderate Risk
0,60,0,8,2,0,8,0,Low Risk
0,180,0,33,1,8,0,2,Low Risk
175,240,0,16,0,4,8,2,Low Risk
247,240,12,138,0,0,6,5,Moderate Risk
298,120,0,17,0,0,8,2,Low Risk
261,180,32,25,0,1,41,6,High Risk
136,240,55,0,0,0,16,4,Low Risk
203,240,0,24,0,0,18,2,Moderate Risk
169,180,54,59,0,0,3,2,Low Risk
249,120,0,68,0,0,4,2,Low Risk
210,240,0,38,0,3,7,2,Low Risk
108,240,0,24,0,1,7,0,Low Risk
47,60,19,20,0,0,0,2,Low Risk
68,120,0,0,0,6,25,4,Moderate Risk
212,120,0,4,1,0,3,2,Low Risk
223,120,3,96,1,0,11,5,Moderate Risk
345,120,0,6,0,3,2,4,Moderate Risk
0,120,0,67,0,0,10,0,Low Risk
143,120,0,35,0,0,17,4,Moderate Risk
40,180,0,75,0,0,7,0,Low Risk
243,60,28,0,0,0,33,6,High Risk
31,180,0,66,1,0,12,0,Low Risk
0,60,0,54,0,0,30,2,Low Risk
290,240,14,44,1,0,19,6,High Risk
42,180,0,111,0,0,7,1,Moderate Risk
160,240,0,25,4,0,1,2,Low Risk
204,120,0,49,2,3,2,4,High Risk
150,120,0,50,1,0,14,2,Low Risk
56,60,0,67,0,0,13,0,Low Risk
139,240,0,117,1,2,2,1,Low Risk
254,180,0,3,0,0,8,2,Low Risk
79,180,0,89,1,3,10,2,Low Risk
222,120,0,98,0,0,18,5,Moderate Risk
238,60,0,2,0,4,8,4,Moderate Risk
246,180,0,118,0,1,33,5,Moderate Risk
7,60,0,83,0,0,9,0,Low Risk
54,240,84,61,4,0,2,4,Moderate Risk
119,180,0,77,2,1,2,0,Low Risk
94,240,0,39,3,2,35,4,Moderate Risk
302,240,0,40,0,3,15,4,Moderate Risk
72,120,0,0,3,0,24,4,Moderate Risk
234,60,1,15,0,0,4,4,Moderate Risk
356,240,0,18,0,0,0,2,Low Risk
171,240,0,99,4,0,1,3,Moderate Risk
51,180,0,96,3,0,0,3,Moderate Risk
62,60,0,32,0,1,0,2,Low Risk
10,120,0,73,0,0,3,0,Low Risk
332,120,0,31,0,0,0,2,Low Risk
162,180,0,77,0,0,3,0,Low Risk
219,180,0,108,2,1,19,5,Moderate Risk
369,60,0,66,0,0,5,2,Low Risk
63,240,0,67,0,2,7,0,Low Risk
111,120,32,15,0,3,1,4,Moderate Risk
176,120,0,49,5,0,35,6,High Risk
50,120,0,171,0,0,11,1,Low Risk
233,60,14,28,0,0,13,4,Moderate Risk
69,240,0,77,0,0,1,0,Low Risk
88,60,0,0,0,0,6,2,Low Risk
253,240,0,34,0,0,27,4,Moderate Risk
101,60,0,0,1,1,0,2,Low Risk
191,60,13,144,1,3,16,9,High Risk
89,120,14,40,0,2,2,2,Low Risk
145,180,9,150,0,0,14,3,Moderate Risk
195,60,0,0,0,0,10,2,Low Risk
97,180,0,57,0,1,0,0,Low Risk
165,60,21,88,0,0,12,4,Moderate Risk
111,120,0,31,0,3,1,2,Low Risk
25,180,0,4,0,1,8,0,Low Risk
223,120,0,0,0,1,32,4,Moderate Risk
244,180,0,73,1,0,5,2,Low Risk
173,240,0,83,0,0,15,0,Low Risk
212,60,0,77,2,0,14,2,Low Risk
293,180,0,47,0,0,10,2,Moderate Risk
210,240,0,42,0,0,5,0,Low Risk
62,240,0,111,1,0,0,1,Low Risk
194,120,0,41,0,0,18,4,Moderate Risk
0,240,0,24,0,0,4,0,Low Risk
220,120,0,0,1,0,14,2,Low Risk
110,60,0,103,1,1,1,3,Moderate Risk
0,120,0,15,1,0,18,2,Low Risk
189,60,0,49,0,0,9,2,Low Risk
123,60,0,49,0,1,3,2,Low Risk
166,60,0,39,0,1,6,2,Low Risk
145,60,0,34,3,0,2,4,Low Risk
59,240,0,0,0,1,15,0,Low Risk
288,180,0,94,0,0,11,3,Moderate Risk
237,120,0,137,0,0,11,3,Moderate Risk
173,60,0,0,0,0,20,4,Moderate Risk
334,240,0,106,1,0,16,5,Moderate Risk
308,180,9,37,1,5,20,8,High Risk
21,120,0,35,4,0,24,4,Moderate Risk
104,180,0,18,0,3,9,2,Low Risk
101,60,0,66,1,0,0,2,Low Risk
184,60,8,0,0,0,41,6,High Risk
248,240,0,109,0,0,3,3,High Risk
163,180,0,138,0,3,5,3,Moderate Risk
222,240,0,158,0,4,5,3,Moderate Risk
52,120,0,0,4,0,2,2,Low Risk
0,240,0,120,2,0,38,3,Moderate Risk
123,120,11,56,6,0,5,6,High Risk
59,60,49,55,0,0,4,2,Low Risk
44,180,0,0,0,0,7,0,Low Risk
94,240,0,0,0,0,3,0,Low Risk
124,60,0,35,2,0,2,2,Low Risk
137,120,0,0,0,1,5,2,Low Risk
161,240,0,72,0,0,16,2,Low Risk
186,180,0,73,0,4,7,4,Moderate Risk
204,120,117,15,0,0,6,4,Moderate Risk
214,240,0,79,0,0,12,0,Low Risk
168,120,0,36,0,0,18,4,Moderate Risk
140,240,0,37,0,0,27,2,Low Risk
64,180,0,50,0,2,3,0,Low Risk
91,180,0,23,0,0,4,0,Low Risk
200,180,0,91,0,0,3,3,Moderate Risk
53,180,25,87,0,0,0,2,Low Risk
204,60,0,95,1,3,7,5,Moderate Risk
104,60,2,125,0,0,12,5,Moderate Risk
170,120,0,50,4,0,4,4,Moderate Risk
135,120,0,0,0,0,2,2,Low Risk
181,60,0,50,0,3,7,4,Moderate Risk
124,60,0,51,1,0,8,2,Low Risk
146,180,0,9,3,1,0,2,Low Risk
127,120,0,47,0,0,27,4,Moderate Risk
55,180,0,50,0,0,13,0,Low Risk
92,180,0,48,0,1,11,0,Low Risk
144,60,0,39,3,0,3,4,Moderate Risk
366,180,1,132,3,0,8,7,High Risk
102,60,0,33,0,0,5,2,Low Risk
157,180,0,55,1,0,10,0,Low Risk
201,180,1,80,0,0,0,4,Moderate Risk
151,180,10,16,0,0,9,2,Low Risk
208,60,0,59,3,0,7,4,Low Risk
303,60,0,41,0,0,10,2,Low Risk
183,240,11,20,0,0,6,2,Low Risk
128,240,0,56,0,0,13,0,Low Risk
200,120,0,88,0,0,11,2,Low Risk
0,240,44,2,0,2,14,2,Low Risk
379,120,0,15,0,0,41,4,Moderate Risk
69,180,0,37,1,3,7,2,Low Risk
51,60,0,47,0,0,4,0,Low Risk
112,180,0,0,0,0,2,0,Low Risk
113,240,0,32,1,0,4,0,Low Risk
183,60,18,80,0,0,14,4,Moderate Risk
58,180,8,44,0,0,12,2,Low Risk
292,180,0,48,1,0,33,4,Moderate Risk
132,120,1,12,0,0,2,4,Moderate Risk
358,240,0,161,2,0,30,5,Moderate Risk
206,60,0,41,0,0,0,2,Low Risk
199,120,0,35,0,3,19,6,High Risk
160,120,0,55,0,2,26,4,Moderate Risk
263,60,0,89,0,1,8,2,Low Risk
127,180,23,38,1,0,14,2,Low Risk
240,60,0,6,0,1,4,2,Low Risk
232,120,0,52,0,5,6,4,Moderate Risk
185,60,0,35,0,0,0,2,Low Risk
124,60,7,0,0,0,23,6,High Risk
58,180,0,23,6,3,7,4,Moderate Risk
167,180,0,23,0,1,12,0,Low Risk
395,180,0,53,0,1,4,2,Low Risk
11,120,57,88,0,3,13,4,Moderate Risk
183,120,0,25,0,0,15,2,Low Risk
9,60,0,75,1,0,6,0,Low Risk
325,60,1,0,2,1,8,4,Moderate Risk
212,120,0,28,0,0,3,2,Moderate Risk
351,120,0,57,1,0,9,2,Low Risk
71,180,0,23,0,0,7,0,Low Risk
211,120,0,24,1,0,9,2,Low Risk
0,240,23,56,1,0,0,2,Low Risk
0,120,0,8,0,1,17,2,Low Risk
63,180,0,105,4,0,13,3,Moderate Risk
0,60,0,40,1,1,4,0,Low Risk
311,60,0,17,0,0,8,2,Low Risk
211,240,0,65,2,0,6,0,Low Risk
260,240,0,55,1,3,19,6,High Risk
136,180,0,34,0,0,3,0,Low Risk
139,240,0,110,0,0,21,3,Moderate Risk
39,120,0,33,0,0,6,0,Low Risk
192,120,35,142,0,4,7,7,High Risk
203,120,0,109,0,0,15,3,Moderate Risk
333,120,0,128,1,1,3,3,Moderate Risk
60,240,0,4,0,0,14,0,Low Risk
62,180,0,10,1,0,12,0,Low Risk
393,120,0,33,0,3,9,4,Moderate Risk
232,240,0,152,5,0,4,3,Moderate Risk
235,60,0,71,0,0,0,2,Low Risk
247,180,121,88,0,0,0,4,Moderate Risk
170,120,0,31,1,0,15,2,Low Risk
157,120,6,65,0,2,29,6,High Risk
58,240,4,76,1,0,14,2,Low Risk
0,60,0,60,8,0,10,2,Low Risk
180,120,0,56,1,1,18,4,Moderate Risk
99,180,0,53,0,0,40,2,Low Risk
126,60,5,0,0,0,10,4,Low Risk
237,120,231,21,0,0,10,4,Moderate Risk
65,240,0,120,0,2,19,3,Moderate Risk
123,60,36,0,4,14,9,8,High Risk
199,60,0,64,5,0,0,4,Moderate Risk
202,180,0,0,0,1,17,4,Moderate Risk
159,240,0,2,0,6,8,2,Low Risk
0,60,0,56,0,0,24,2,Low Risk
100,180,0,0,0,0,6,0,Low Risk
119,240,0,21,0,0,15,0,Low Risk
79,120,0,12,0,0,24,2,Low Risk
169,240,0,42,0,0,17,2,Low Risk
103,120,29,78,0,0,6,2,Low Risk
64,180,0,0,0,0,5,0,Low Risk
52,120,41,42,0,0,26,4,Moderate Risk
146,120,81,47,0,2,4,4,Moderate Risk
209,120,0,19,1,0,35,4,Moderate Risk
183,180,4,59,2,2,8,4,Moderate Risk
179,120,0,0,0,10,8,4,Moderate Risk
307,180,0,29,0,1,0,2,Low Risk
123,240,3,4,0,0,24,4,Moderate Risk
284,60,13,168,0,2,28,7,High Risk
202,60,0,51,1,0,7,2,Low Risk
145,60,27,48,0,0,9,4,Moderate Risk
119,120,0,0,0,0,22,2,Low Risk
288,60,28,57,0,0,9,4,Moderate Risk
6,240,0,69,0,0,15,0,Low Risk
265,240,0,22,0,0,19,4,Moderate Risk
84,240,0,40,0,1,20,2,Low Risk
163,120,0,35,0,0,16,4,Moderate Risk
165,240,0,36,5,9,15,4,Moderate Risk
16,180,21,72,0,0,10,2,Low Risk
182,180,0,63,0,1,8,2,Low Risk
0,120,0,52,0,0,30,2,Low Risk
35,240,21,38,0,1,0,2,Low Risk
170,60,0,45,0,3,28,6,High Risk
80,240,0,23,0,1,10,0,Low Risk
65,60,9,87,5,0,13,6,High Risk
98,240,1,0,0,0,23,4,Moderate Risk
237,180,14,93,7,1,9,7,High Risk
101,240,0,48,0,2,2,0,Low Risk
176,240,0,39,0,0,0,0,Low Risk
82,180,0,77,0,0,4,0,Low Risk
191,60,0,50,2,0,6,2,Low Risk
137,240,0,66,0,1,0,0,Low Risk
267,180,41,9,0,0,3,4,Moderate Risk
205,240,0,94,0,0,9,1,Low Risk
155,240,0,35,1,7,10,2,Low Risk
70,60,0,83,0,2,28,4,Moderate Risk
109,60,0,37,0,0,16,4,Moderate Risk
184,120,0,55,0,0,29,4,Low Risk
135,180,0,21,1,1,14,0,Low Risk
126,180,15,79,0,0,2,2,Low Risk
0,180,0,78,0,3,12,2,Low Risk
337,240,3,81,0,0,13,4,Moderate Risk
236,240,0,118,2,1,20,3,High Risk
15,240,29,51,0,2,26,4,Moderate Risk
152,180,0,34,3,4,2,4,Moderate Risk
9,120,0,54,0,1,10,0,Low Risk
153,60,0,33,0,0,6,2,Low Risk
121,120,0,49,1,0,10,2,Low Risk
0,120,0,79,0,1,23,2,Low Risk
236,240,0,79,0,0,17,2,Low Risk
225,180,0,90,0,1,20,4,Moderate Risk
184,120,0,189,0,2,2,3,Moderate Risk
150,120,1,109,0,0,0,5,Moderate Risk
142,120,0,83,0,0,17,4,Moderate Risk
57,60,0,114,0,0,7,1,Low Risk
353,120,0,3,5,0,24,6,High Risk
135,180,0,3,1,0,7,0,Low Risk
207,120,0,61,0,0,29,4,Moderate Risk
271,60,0,72,5,0,14,4,Moderate Risk
81,180,0,143,0,0,9,1,Low Risk
0,120,0,114,1,0,6,1,Low Risk
202,240,67,0,0,0,8,2,Low Risk
123,120,0,62,0,0,0,2,Low Risk
190,180,0,21,1,5,2,4,Moderate Risk
224,120,0,55,0,0,24,4,Moderate Risk
184,60,0,81,0,1,0,2,Low Risk
132,60,0,125,2,0,26,5,Moderate Risk
40,240,0,88,0,1,14,0,Low Risk
0,120,0,34,5,0,15,2,Low Risk
374,60,37,35,0,1,6,4,Moderate Risk
108,180,0,94,1,0,4,1,Low Risk
31,240,8,52,0,0,4,2,Low Risk
348,60,0,35,0,0,5,2,Low Risk
0,120,0,70,5,8,13,4,Moderate Risk
223,120,0,6,0,0,2,2,Low Risk
190,180,0,92,1,5,5,5,Moderate Risk
37,60,0,18,0,0,22,2,Low Risk
96,180,0,107,5,1,7,3,Moderate Risk
83,240,0,4,0,0,5,0,Low Risk
88,120,18,65,5,5,7,6,High Risk
81,180,0,20,0,0,19,2,Low Risk
110,60,0,127,0,3,0,5,Moderate Risk
81,240,21,76,0,1,19,4,Moderate Risk
228,120,0,40,0,1,2,2,Low Risk
133,120,0,22,0,0,0,2,Low Risk
273,240,0,127,0,0,16,5,Low Risk
53,180,0,29,1,0,14,0,Low Risk
434,60,0,0,1,0,5,2,Low Risk
421,180,0,13,0,0,0,2,Low Risk
132,120,0,46,1,4,4,4,Moderate Risk
94,120,0,72,0,2,12,0,Low Risk
174,180,0,186,0,1,8,1,Low Risk
191,60,0,37,1,0,17,4,Moderate Risk
40,60,0,30,0,0,11,0,Low Risk
13,180,0,0,2,4,0,2,Low Risk
90,240,11,8,0,1,0,2,Low Risk
155,120,0,121,0,0,15,3,Moderate Risk
46,240,0,70,0,4,13,2,Low Risk
268,120,0,71,0,0,18,4,Moderate Risk
61,240,0,14,0,2,26,2,Low Risk
209,240,11,35,0,0,0,2,Low Risk
201,60,0,27,0,0,3,2,Low Risk
0,240,78,72,1,1,5,2,Low Risk
192,60,58,0,0,0,0,4,Moderate Risk
0,180,0,86,2,0,3,0,Low Risk
241,240,0,41,1,4,5,4,Moderate Risk
275,120,0,96,0,1,6,3,Moderate Risk
0,120,0,69,0,0,4,0,Low Risk
0,120,0,43,0,0,14,0,Low Risk
220,60,0,147,1,0,0,3,Moderate Risk
255,180,0,28,2,0,14,2,Low Risk
227,240,0,69,0,0,4,0,Low Risk
199,120,0,118,0,1,31,5,Moderate Risk
13,60,0,52,0,0,0,0,Low Risk
111,180,0,77,0,0,12,0,Low Risk
103,180,0,4,0,2,0,0,Low Risk
337,60,0,14,2,0,5,2,Low Risk
162,60,0,49,0,0,10,2,Low Risk
248,60,0,68,2,0,0,2,Low Risk
227,240,0,49,1,0,12,0,Low Risk
174,60,19,0,0,0,18,6,Moderate Risk
72,60,0,61,0,5,8,4,Moderate Risk
76,240,0,40,0,0,0,0,Low Risk
240,120,7,85,0,0,12,4,Moderate Risk
141,120,32,99,0,0,2,5,Moderate Risk
194,60,0,59,1,1,20,4,Moderate Risk
132,120,0,38,0,0,3,2,Low Risk
181,180,0,99,3,0,7,5,Moderate Risk
229,240,0,101,0,0,34,3,Moderate Risk
119,240,0,0,0,5,1,2,Low Risk
305,120,19,131,0,2,9,5,Moderate Risk
92,240,0,0,1,0,12,0,Low Risk
62,120,1,101,0,0,14,3,Moderate Risk
48,60,0,12,0,0,27,2,Low Risk
0,120,61,55,2,0,20,4,Moderate Risk
18,60,100,41,0,4,40,6,High Risk
97,180,0,78,0,2,9,0,Low Risk
315,180,0,139,0,3,8,5,Moderate Risk
117,240,4,13,0,0,1,2,Low Risk
38,120,13,84,1,0,15,2,Low Risk
208,60,0,60,0,1,6,2,Low Risk
0,240,0,108,0,0,9,1,Low Risk
168,60,0,9,3,0,19,6,High Risk
94,60,0,45,0,0,10,2,Low Risk
16,240,0,0,0,5,4,2,Low Risk
254,60,0,67,0,0,9,2,Low Risk
114,60,0,50,0,1,0,2,Low Risk
77,180,0,14,0,2,0,0,Low Risk
188,240,0,6,0,0,22,2,Low Risk
81,180,0,61,0,5,2,2,Low Risk
225,240,0,15,0,1,10,0,Low Risk
177,60,0,58,0,0,18,4,Moderate Risk
219,180,0,120,0,1,0,3,Moderate Risk
237,60,0,91,0,0,20,5,Moderate Risk
38,60,0,162,0,2,5,1,Low Risk
22,120,75,42,0,0,1,2,Low Risk
217,120,59,44,2,0,23,6,High Risk
78,240,0,57,6,0,4,2,Low Risk
108,120,0,83,2,0,8,0,Low Risk
180,60,0,0,2,0,1,2,Low Risk
251,180,0,23,0,0,21,4,Moderate Risk
216,180,12,57,0,3,28,8,High Risk
127,120,0,119,0,0,9,3,Moderate Risk
282,180,0,83,2,0,8,2,Low Risk
0,120,0,17,0,2,5,0,Low Risk
209,180,0,45,0,3,9,4,Moderate Risk
159,60,7,12,0,0,8,4,Moderate Risk
256,240,0,0,0,0,9,2,Low Risk
0,180,0,85,0,0,8,0,Low Risk
142,180,0,9,0,0,21,2,Low Risk
143,120,0,0,0,0,24,4,Moderate Risk
258,180,0,142,0,0,27,5,Moderate Risk
79,60,0,32,0,0,12,2,Low Risk
298,60,0,18,0,0,0,2,Low Risk
84,120,0,107,0,1,0,1,Moderate Risk
175,60,0,188,0,2,0,3,Moderate Risk
271,240,0,59,0,0,9,2,Low Risk
136,60,0,63,0,0,8,2,Low Risk
0,60,0,14,4,6,30,6,High Risk
140,60,0,83,0,1,5,2,Low Risk
39,240,40,58,1,0,18,4,Moderate Risk
242,240,0,117,0,0,18,5,Moderate Risk
303,240,0,57,4,0,5,4,Moderate Risk
174,240,0,52,1,1,1,0,Low Risk
182,180,0,87,0,1,7,2,Low Risk
5,240,0,49,0,9,10,2,Low Risk
383,60,0,158,0,0,10,3,Moderate Risk
46,240,36,29,4,0,7,4,Moderate Risk
183,60,18,94,3,0,8,7,High Risk
28,240,0,55,1,2,31,2,Low Risk
194,240,29,53,0,0,17,4,Moderate Risk
43,120,0,39,0,4,9,2,Low Risk
203,60,0,79,0,0,6,2,Low Risk
242,60,0,80,4,0,6,4,Moderate Risk
147,120,0,43,0,2,0,2,Low Risk
342,240,0,108,0,0,0,3,Moderate Risk
89,60,0,131,1,8,15,5,Moderate Risk
70,240,0,51,0,3,8,2,Low Risk
100,60,0,20,0,0,11,2,Low Risk
110,240,0,131,0,0,7,1,Low Risk
93,120,0,38,0,8,0,2,Low Risk
106,240,0,82,4,0,3,2,Low Risk
214,180,16,0,3,0,11,6,High Risk
159,60,0,65,0,1,2,2,Low Risk
192,60,58,12,0,1,2,4,Moderate Risk
174,180,0,84,1,0,11,0,Low Risk
365,120,0,49,12,1,8,4,Moderate Risk
134,180,0,77,1,0,6,0,Low Risk
95,180,0,13,3,0,12,2,Low Risk
233,120,0,34,0,0,16,4,Moderate Risk
115,120,26,21,0,1,30,4,Moderate Risk
238,120,0,34,0,0,0,2,Low Risk
79,60,0,53,0,0,9,2,Low Risk
78,180,0,0,0,0,9,0,Low Risk
87,60,0,0,0,0,14,2,Low Risk
91,60,0,0,0,0,9,2,Low Risk
284,180,0,55,1,1,10,2,Low Risk
151,240,0,15,0,4,5,2,Low Risk
412,60,0,85,2,1,27,4,Moderate Risk
38,120,15,69,4,0,25,6,High Risk
135,120,0,29,3,0,9,4,Moderate Risk
155,180,0,32,0,0,3,0,Low Risk
193,180,59,128,0,0,19,7,High Risk
92,120,0,66,1,0,0,0,Low Risk
225,120,0,135,1,4,0,5,Moderate Risk
98,60,0,44,1,6,14,4,Moderate Risk
6,180,0,61,0,0,4,0,Low Risk
78,60,70,4,0,1,5,4,Moderate Risk
208,180,0,0,0,0,15,2,Low Risk
196,120,0,62,0,1,6,2,Low Risk
295,60,2,0,0,0,4,4,Moderate Risk
151,240,0,74,1,0,0,0,Low Risk
311,60,0,130,0,0,0,3,Moderate Risk
324,120,53,25,0,0,10,4,Moderate Risk
252,240,0,104,0,0,13,3,Moderate Risk
334,120,0,18,1,0,2,2,Low Risk
130,180,0,54,0,2,15,0,Low Risk
84,180,0,188,4,0,4,3,Moderate Risk
258,240,0,11,9,3,10,6,High Risk
121,60,23,55,0,2,3,4,Moderate Risk
0,120,10,7,0,0,0,2,Moderate Risk
104,60,0,56,0,0,11,2,Low Risk
296,180,0,50,5,2,3,4,Moderate Risk
35,120,41,52,2,0,2,2,Moderate Risk
123,180,0,67,0,2,9,0,Low Risk
94,240,0,42,0,0,8,0,Low Risk
108,240,0,83,0,0,4,0,Low Risk
0,240,0,0,0,0,14,0,Low Risk
173,240,0,0,0,0,25,2,Low Risk
190,180,0,41,0,6,10,4,Moderate Risk
59,240,0,24,0,0,0,0,Low Risk
56,240,0,66,0,1,14,0,Low Risk
122,240,38,99,0,0,6,3,Moderate Risk
3,240,14,78,0,2,10,2,Low Risk
66,60,0,8,0,6,14,4,Moderate Risk
0,120,0,137,0,0,32,3,Moderate Risk
78,180,0,91,0,0,4,1,Low Risk
245,240,0,52,1,0,0,2,Low Risk
150,240,72,79,0,0,5,2,Low Risk
